stockID,name,EPS_quater_previous,EPS_quater_newest,pe_ratio,volume,revenue_previous,revenue_newest
1597,直得,0.41,0.22,132.93,8868.0,110720.0,84718.0
1598,岱宇,0.22,-0.7,280.0,556399.0,571519.0,
1603,華電,0.67,0.51,11.9,594.0,312239.0,312564.0
1604,聲寶,0.61,0.66,13.26,144.0,777934.0,654600.0
1605,華新,0.22,0.55,24.53,8801.0,14164800.0,14503449.0
1608,華榮,0.69,0.5,14.78,1614.0,987386.0,903344.0
1609,大亞,0.34,1.24,21.04,5550.0,2713947.0,2415984.0
1611,中電,0.18,0.15,30.36,924.0,104273.0,86346.0
1612,宏泰,0.58,0.9,14.15,446.0,504488.0,475857.0
1614,三洋電,0.07,0.08,51.88,36.0,493835.0,453701.0
1615,大山,0.99,1.12,14.43,73.0,664055.0,481466.0
1616,億泰,0.14,-0.06,25.64,520.0,355497.0,487542.0
1617,榮星,0.15,0.28,106.58,172.0,291704.0,289270.0
1618,合機,0.62,0.91,14.63,665.0,489016.0,276802.0
1626,艾美特-KY,-0.41,0.35,98.0,336236.0,555884.0,
1702,南僑,1.45,1.08,10.55,614.0,2010429.0,2098827.0
1707,葡萄王,1.74,2.21,15.75,225.0,838643.0,1232496.0
1708,東鹼,0.81,1.16,14.17,804.0,553054.0,559176.0
1709,和益,0.39,0.58,16.74,601.0,1134128.0,781295.0
1710,東聯,0.03,0.01,674.0,2111272.0,2072475.0,
1711,永光,0.06,0.22,76.0,11627.0,666625.0,675314.0
1712,興農,0.81,0.55,17.33,410.0,1632276.0,1553265.0
1713,國化,0.41,2.25,13.24,119.0,35819.0,32031.0
1714,和桐,0.29,-0.02,15.64,803.0,1768998.0,1725230.0
1717,長興,0.38,0.38,20.12,2235.0,3958986.0,3618106.0
1718,中纖,0.01,0.07,1572.0,4416853.0,2747430.0,
1720,生達,1.41,1.21,13.49,146.0,592546.0,577357.0
1721,三晃,-0.44,-0.22,61671.0,186050.0,231382.0,
1722,台肥,0.33,0.46,35.37,659.0,995648.0,1025790.0
1723,中碳,1.2,1.49,18.09,220.0,876636.0,512032.0
1725,元禎,0.25,0.34,30.29,124.0,763853.0,606712.0
1726,永記,1.48,1.18,14.64,34.0,766451.0,776108.0
1727,中華化,-0.01,0.22,211.5,8663.0,218497.0,202054.0
1730,花仙子,0.82,1.04,15.19,25.0,209393.0,207137.0
1731,美吾華,0.44,0.35,18.12,83.0,117280.0,116047.0
1732,毛寶,0.11,0.12,236.25,61.0,47427.0,48823.0
1733,五鼎,0.29,0.27,26.79,158.0,183290.0,186470.0
1734,杏輝,0.66,0.39,14.49,186.0,280388.0,209681.0
1735,日勝化,0.3,0.22,23.73,1126.0,232662.0,217873.0
1736,喬山,-0.46,0.96,38.69,726.0,4069705.0,4688781.0
1737,臺鹽,0.52,0.5,18.74,219.0,298472.0,284881.0
1752,南光,0.54,0.44,39.64,191.0,185296.0,188749.0
1760,寶齡富錦,0.51,0.23,73.05,395.0,240350.0,130967.0
1762,中化生,0.52,0.27,28.22,75.0,155812.0,123658.0
1773,勝一,1.85,1.91,24.96,504.0,1053025.0,960837.0
1776,展宇,0.24,0.18,27.65,595.0,101377.0,100174.0
1783,和康生,0.32,0.66,25.52,40.0,54937.0,63049.0
1786,科妍,0.76,1,33.07,660.0,85867.0,60324.0
1789,神隆,0.18,0.09,47.75,616.0,211846.0,265990.0
1795,美時,3.96,5.09,17.21,948.0,1325338.0,1186821.0
1802,台玻,-0.09,-0.06,115.31,41720.0,3468295.0,3225767.0
1805,寶徠,0.2,0.42,167.0,617.0,43.0,
1806,冠軍,0.03,0.01,60.79,5944.0,321092.0,275590.0
1808,潤隆,0.75,3.82,2.91,2422.0,458524.0,570068.0
1809,中釉,0.11,0.04,205.91,5332.0,184735.0,189291.0
1810,和成,-0.06,0.09,164.09,699.0,386280.0,373897.0
1817,凱撒衛,0.93,1.12,9.68,82.0,242986.0,231799.0
1903,士紙,-0.05,-0.06,126.36,126.0,14171.0,10993.0
1904,正隆,0.25,0.14,26.02,678.0,3650543.0,5159848.0
1905,華紙,0.04,-0.17,1057.0,1775946.0,1552185.0,
1906,寶隆,0.3,-0.12,109.64,325.0,218130.0,243791.0
1907,永豐餘,0.17,0.01,26.85,784.0,6865287.0,6621413.0
1909,榮成,0,0.1,228.33,2141.0,3893113.0,4000098.0
2002,中鋼,0.04,0.09,101.36,9131.0,29595067.0,26747619.0
2006,東和鋼鐵,1.5,1.59,11.33,691.0,5290398.0,4541875.0
2007,燁興,-0.42,-0.55,901.0,694419.0,629225.0,
2008,高興昌,0,0.18,79.5,104.0,116389.0,105624.0
2009,第一銅,0,0.15,149.46,1075.0,279409.0,257054.0
2010,春源,0.31,0.38,13.06,398.0,2053349.0,2039061.0
2012,春雨,0.23,0.55,19.74,99.0,819512.0,831398.0
2013,中鋼構,0.59,0.69,18.57,79.0,1443190.0,1602897.0
2014,中鴻,0.04,-0.19,3720.0,2190260.0,1956661.0,
2015,豐興,1.03,1.33,19.18,101.0,2749966.0,2645006.0
2017,官田鋼,0.62,-0.02,40.0,375.0,314023.0,307510.0
2020,美亞,1.72,0.69,4.74,453.0,461820.0,413855.0
2022,聚亨,0.18,-0.11,76.92,802.0,593804.0,689236.0
2023,燁輝,0.02,-0.05,2266.0,5186500.0,5821470.0,
2024,志聯,0.01,0.05,18.0,88268.0,77005.0,
2025,千興,-0.26,0.07,457.0,49327.0,53793.0,
2027,大成鋼,0.47,0.4,19.19,4653.0,7499728.0,6922208.0
2028,威致,0.45,0.31,23.2,190.0,749916.0,828960.0
2029,盛餘,0.49,0.48,11.69,139.0,1192771.0,1066034.0
2030,彰源,-0.11,0.41,60.48,1236.0,1137370.0,931929.0
2031,新光鋼,2.31,4.53,6.29,520.0,1223057.0,1068782.0
2032,新鋼,0.13,0.19,51.13,168.0,261872.0,238649.0
2033,佳大,0.04,0.05,191.07,1145.0,48987.0,42216.0
2034,允強,0.1,0.06,876.0,1357518.0,1158954.0,
2038,海光,0.24,0.04,137.5,705.0,942167.0,740124.0
2049,上銀,1.12,1.65,43.53,3268.0,2041260.0,2164124.0
2059,川湖,14.55,15.29,27.12,1742.0,868862.0,821999.0
2062,橋椿,0.73,1.07,12.26,3364.0,651276.0,572307.0
2069,運錩,-0.51,0.78,105.94,291.0,1020667.0,748591.0
2101,南港,0.01,0.65,63.16,1484.0,866206.0,7027665.0
2102,泰豐,-0.19,-0.15,261.0,24115.0,32753.0,
2103,台橡,0.32,0.39,20.3,1731.0,3195688.0,3410390.0
2104,國際中橡,-0.25,-1.46,749.0,1634289.0,1312107.0,
2105,正新,0.68,0.73,18.56,6111.0,8745988.0,8461855.0
2106,建大,0.46,0.44,16.62,682.0,3053842.0,2848764.0
2107,厚生,0.35,0.79,13.94,113.0,106158.0,162631.0
2108,南帝,0.21,0.33,31.32,228.0,1014910.0,1123242.0
2109,華豐,0.48,0.44,10.31,265.0,427438.0,329846.0
2114,鑫永銓,1.25,1.2,16.67,13.0,121154.0,121761.0
2115,六暉-KY,0.4,0.65,20.03,72.0,259827.0,266636.0
2201,裕隆,0.83,1.16,13.78,4419.0,6999969.0,7066281.0
2204,中華,2.29,2.21,7.48,3359.0,1882462.0,2729237.0
2206,三陽工業,1.75,1.62,10.39,2918.0,5022347.0,5367010.0
2207,和泰車,10.56,10.54,16.31,226.0,20734032.0,20109797.0
2208,台船,-0.28,-0.18,1194.0,1221334.0,933903.0,
2211,長榮鋼,1.16,1.91,17.09,400.0,1150102.0,1159962.0
2227,裕日車,2,1.28,20.9,33.0,1377419.0,1960731.0
2228,劍麟,3.49,1.48,12.64,904.0,443891.0,478609.0
2231,為升,0.92,0.13,50.52,249.0,394936.0,427571.0
2233,宇隆,2.48,3.01,15.3,1265.0,303064.0,309600.0
2236,百達-KY,0.27,-0.19,64.06,372.0,152740.0,140825.0
2239,英利-KY,0.32,-0.1,20.14,58.0,1512066.0,1728243.0
2241,艾姆勒,-0.31,-0.4,1515.0,62929.0,53707.0,
2243,宏旭-KY,0.14,0.04,1005.0,179760.0,85263.0,
2247,汎德永業,5.22,6.78,13.07,22.0,3567886.0,5481869.0
2250,IKKA-KY,1.53,1.77,14.48,62.0,307632.0,314096.0
2301,光寶科,1.04,1.36,17.69,5844.0,12053795.0,11850060.0
2302,麗正,0.11,0.19,35.1,424.0,68110.0,68296.0
2303,聯電,0.84,1.11,11.78,49680.0,20645494.0,18942714.0
2305,全友,0.14,0.06,95.75,370.0,66730.0,66227.0
2308,台達電,2.22,3.83,30.4,5390.0,37770041.0,37094029.0
2312,金寶,0.3,0.3,29.24,25707.0,13767941.0,18544764.0
2313,華通,0.83,0.97,14.7,13466.0,7004922.0,6463377.0
2314,台揚,-0.72,-0.76,634.0,117133.0,108871.0,
2316,楠梓電,0.99,0.97,8.19,2684.0,331646.0,242331.0
2317,鴻海,1.59,2.53,19.53,78417.0,548311941.0,733023957.0
2321,東訊,-0.6,-0.43,36.0,40090.0,50910.0,
2323,中環,-0.25,1.28,16.33,2980.0,618550.0,640251.0
2324,仁寶,0.43,0.66,17.4,9454.0,84111446.0,83765925.0
2327,國巨,11.02,13.02,13.09,1662.0,10317720.0,10415225.0
2328,廣宇,0.33,0.53,17.22,2448.0,2109223.0,1975658.0
2329,華泰,0.7,0.5,16.69,15011.0,1339230.0,1329392.0
2330,台積電,8.7,9.56,29.78,38204.0,250866368.0,251872717.0
2331,精英,0.07,0.06,21.17,1154.0,1558009.0,1459533.0
2332,友訊,-0.09,0.04,972.5,2663.0,1233460.0,1257999.0
2337,旺宏,-0.58,-0.15,3556.0,2695847.0,2652966.0,
2338,光罩,3.16,-1.15,25.48,2066.0,557735.0,638494.0
2340,台亞,-0.08,-0.13,532.14,1438.0,402632.0,410513.0
2342,茂矽,-0.06,0.18,594.0,174501.0,175364.0,
2344,華邦電,-0.11,0.41,112.22,21555.0,6997545.0,7231483.0
2345,智邦,4.02,4.62,33.33,2201.0,9416897.0,10047189.0
2347,聯強,1.32,1.09,15.31,1980.0,34095145.0,38611214.0
2348,海悅,7.93,3.26,8.33,525.0,646631.0,633961.0
2349,錸德,0.02,0.01,6318.0,593814.0,585264.0,
2351,順德,0.9,1.2,34.29,4436.0,989583.0,914431.0
2352,佳世達,0.13,0.34,28.85,2729.0,16840284.0,17666058.0
2353,宏碁,0.4,0.47,22.27,6687.0,22822491.0,26310042.0
2354,鴻準,0.6,0.61,25.11,117992.0,6783743.0,5605568.0
2355,敬鵬,0.82,0.85,13.03,1073.0,1383884.0,1372888.0
2356,英業達,0.3,0.5,24.39,13705.0,52028078.0,56253892.0
2357,華碩,7.33,15.9,13.6,2060.0,57139671.0,62060474.0
2358,廷鑫,-0.78,-1.75,0.0,,,
2359,所羅門,0.21,0.14,117.06,6069.0,294461.0,334487.0
2360,致茂,2.27,3.34,40.87,2977.0,2072772.0,1769068.0
2362,藍天,1.42,0.68,21.05,3103.0,2485865.0,2448247.0
2363,矽統,-0.1,-0.16,18176.0,21684.0,176923.0,
2364,倫飛,0.91,1.48,24.44,479.0,132572.0,121690.0
2365,昆盈,0.16,0.18,109.33,13664.0,99872.0,75538.0
2367,燿華,0.41,0.84,35.54,6893.0,1606878.0,1531025.0
2368,金像電,2.5,3.12,19.45,2199.0,3571863.0,3333418.0
2369,菱生,-0.25,0.27,20802.0,465239.0,440155.0,
2371,大同,0.28,-0.37,72.58,6167.0,4032767.0,3925579.0
2373,震旦行,0.83,1.08,14.89,23.0,854905.0,989382.0
2374,佳能,0.53,0.51,25.12,8105.0,574025.0,574774.0
2375,凱美,0.74,1.79,21.22,316.0,453199.0,473833.0
2376,技嘉,3.18,4.66,22.5,5118.0,24662927.0,26735874.0
2377,微星,2.95,2.49,19.45,2310.0,16422915.0,19810278.0
2379,瑞昱,6.1,8.55,19.8,4306.0,10212638.0,9829641.0
2380,虹光,0.03,-0.27,57.0,158700.0,182247.0,
2382,廣達,3.13,3.92,24.31,38883.0,145176833.0,155109787.0
2383,台光電,5.76,7.08,18.17,9867.0,5741209.0,5940565.0
2385,群光,2.42,3.4,14.09,1242.0,9687161.0,9653109.0
2387,精元,1.18,1.89,8.44,326.0,2245683.0,2135139.0
2388,威盛,0.15,0.13,121.03,40088.0,1835800.0,2649497.0
2390,云辰,-0.68,0.2,284.0,52023.0,57272.0,
2392,正崴,0.83,0.58,14.54,5563.0,8333024.0,7917574.0
2393,億光,1.67,1.85,17.03,1866.0,1924804.0,1753651.0
2395,研華,2.32,2.46,30.38,680.0,4967440.0,4950809.0
2397,友通,0.45,0.64,35.04,387.0,924943.0,880733.0
2399,映泰,0.19,0.05,47683.0,131865.0,180024.0,
2401,凌陽,0.39,0.01,1946.0,619992.0,547813.0,
2402,毅嘉,0.3,0.6,23.01,8673.0,892629.0,870663.0
2404,漢唐,6.79,6.36,13.68,442.0,3573106.0,3586435.0
2405,輔信,0.07,0,226.67,34046.0,123307.0,126171.0
2406,國碩,0.05,-0.11,1223.0,582179.0,588901.0,
2408,南亞科,-0.39,-0.26,5217.0,2802250.0,2584927.0,
2409,友達,-0.46,-0.03,11047.0,27012994.0,25871576.0,
2412,中華電,1.21,1.27,25.9,6948.0,18355881.0,19486194.0
2413,環科,0.07,-0.31,137.81,2265.0,215623.0,246861.0
2414,精技,0.56,0.6,15.36,47.0,2188950.0,2170149.0
2415,錩新,0.25,0.14,44.17,644.0,206609.0,169890.0
2417,圓剛,-0.02,-0.11,736.0,294575.0,264486.0,
2419,仲琦,-0.09,0.02,2308.0,555635.0,779723.0,
2420,新巨,1.23,1.09,19.03,1166.0,209957.0,167314.0
2421,建準,1.19,1.39,22.02,6433.0,1360405.0,1273787.0
2423,固緯,0.6,0.41,14.91,1232.0,231255.0,216200.0
2424,隴華,-1.21,-1.08,79.0,10641.0,10379.0,
2425,承啟,0.34,0.1,38.85,2562.0,618388.0,506565.0
2426,鼎元,-0.05,0.44,100.2,4801.0,214301.0,204004.0
2427,三商電,0.53,0.3,18.12,6334.0,235686.0,527869.0
2428,興勤,2.6,3.42,14.93,162.0,650842.0,665600.0
2429,銘旺科,-0.33,-0.97,300.0,25658.0,31408.0,
2430,燦坤,0.44,0.33,18.22,15.0,1602579.0,1617732.0
2431,聯昌,-0.19,-0.14,24018.0,31490.0,41369.0,
2433,互盛電,0.51,0.65,15.11,33.0,223619.0,226267.0
2434,統懋,1.33,-0.67,114.46,7.0,3670.0,3733.0
2436,偉詮電,0.49,0.51,39.11,1541.0,275375.0,290543.0
2438,翔耀,-0.57,-0.07,316.0,38307.0,34018.0,
2439,美律,1.7,2.24,15.26,2790.0,4503841.0,4548840.0
2440,太空梭,-0.04,-0.02,222.0,296227.0,307032.0,
2441,超豐,0.92,1.27,14.52,249.0,1316086.0,1252598.0
2442,新美齊,0.67,0.25,11.07,3985.0,95068.0,15926.0
2443,昶虹,-0.04,-0.08,0.0,,,
2444,兆勁,0.07,-0.17,123.33,324.0,150201.0,113839.0
2449,京元電子,1.12,1.56,25.77,18518.0,2351067.0,2343053.0
2450,神腦,0.52,0.37,16.07,95.0,2639948.0,2761710.0
2451,創見,1.88,1.67,14.59,968.0,908747.0,819543.0
2453,凌群,0.86,0.57,20.97,3964.0,515695.0,670468.0
2454,聯發科,19.85,16.19,20.41,4469.0,41527835.0,44675936.0
2455,全新,1.04,1.09,40.97,5928.0,273961.0,269294.0
2457,飛宏,0.16,0.1,77.65,964.0,1063702.0,821693.0
2458,義隆,2.4,2.58,15.54,2989.0,1188899.0,1114868.0
2459,敦吉,1.44,1.47,11.79,66.0,427678.0,425481.0
2460,建通,-0.42,0,172.0,272499.0,257959.0,
2461,光群雷,0.1,1.47,13.73,487.0,433359.0,444256.0
2462,良得電,0.44,0.57,14.58,1258.0,372570.0,370385.0
2464,盟立,0.06,0.07,93.33,10037.0,741661.0,796115.0
2465,麗臺,-1,-1.59,215.0,427360.0,325865.0,
2466,冠西電,-0.38,-0.17,22.0,157751.0,54195.0,
2467,志聖,1.15,1.25,49.88,4037.0,357300.0,333203.0
2468,華經,0.27,0.19,24.05,2850.0,146640.0,205182.0
2471,資通,0.21,0.91,17.25,214.0,75586.0,73724.0
2472,立隆電,1.47,1.87,11.86,615.0,935935.0,921902.0
2474,可成,6.73,5.05,13.49,1368.0,1665219.0,1463194.0
2476,鉅祥,1.14,1.41,20.64,1381.0,607658.0,605687.0
2477,美隆電,0.07,0.57,28.17,15066.0,337791.0,311785.0
2478,大毅,0.92,0.89,17.28,156.0,464905.0,421211.0
2480,敦陽科,1.94,1.88,17.48,623.0,593636.0,625350.0
2481,強茂,0.47,0.74,26.94,5762.0,1127773.0,1109296.0
2482,連宇,0.71,0,45.0,4823.0,53067.0,51935.0
2483,百容,0.12,0.21,67.14,81.0,142647.0,142513.0
2484,希華,0.24,0.27,25.13,708.0,220831.0,203592.0
2485,兆赫,-0.35,-0.29,575.0,100165.0,90854.0,
2486,一詮,-0.03,0.13,259.8,32001.0,487452.0,501805.0
2488,漢平,0.74,1.39,9.67,520.0,359809.0,336832.0
2489,瑞軒,0.77,0.33,18.08,53397.0,2622042.0,2461537.0
2491,吉祥全,0.25,-0.05,36.5,82.0,16610.0,18195.0
2492,華新科,1.27,2.06,20.61,845.0,3076398.0,3182121.0
2493,揚博,1.43,1.62,18.8,4991.0,306902.0,343822.0
2495,普安,0.45,0.57,22.47,20765.0,108277.0,82521.0
2496,卓越,1.51,1.27,11.68,18.0,81743.0,74166.0
2497,怡利電,0.55,0.72,32.33,2125.0,489824.0,444427.0
2498,宏達電,-1.08,-0.98,12599.0,203561.0,337794.0,
2501,國建,0.47,0.3,11.37,1927.0,923599.0,1081604.0
2504,國產,0.7,1.66,13.6,1564.0,1906931.0,1755131.0
2505,國揚,0.15,0.12,31.13,737.0,712.0,71832.0
2506,太設,-0.17,-0.06,532.0,70032.0,157094.0,
2509,全坤建,-0.25,0.28,340.0,40601.0,66352.0,
2511,太子,0.08,-0.05,49.76,1353.0,613333.0,623480.0
2514,龍邦,1.28,0.43,6.41,293.0,2166331.0,2724461.0
2515,中工,0.07,0.1,28.25,6177.0,2364289.0,2186725.0
2516,新建,0.22,0.02,23.17,514.0,809927.0,791013.0
2520,冠德,1.39,4.4,5.18,3427.0,1996216.0,2342031.0
2524,京城,0.54,0.95,31.33,1353.0,383975.0,535652.0
2527,宏璟,0.04,0.03,12.79,530.0,361450.0,151899.0
2528,皇普,-0.1,-0.42,391.0,381.0,22939.0,
2530,華建,0.23,0.62,26.17,719.0,558079.0,402117.0
2534,宏盛,0.1,-0.12,57.17,1814.0,96057.0,64530.0
2535,達欣工,0.89,1.69,10.54,478.0,1153251.0,1114789.0
2536,宏普,-0.06,0.14,21.63,476.0,14924.0,14922.0
2537,聯上發,0.07,0.43,31.25,2793.0,619.0,501.0
2538,基泰,0.3,0.07,609.0,143178.0,18799.0,
2539,櫻花建,0.47,0.08,22.08,597.0,,
2540,愛山林,1.53,1.32,16.69,1732.0,868070.0,993268.0
2542,興富發,0.32,0.37,35.04,10689.0,3524758.0,3050875.0
2543,皇昌,0.39,3.29,19.53,17309.0,903191.0,1016528.0
2545,皇翔,1.83,2.45,8.19,508.0,2339735.0,1075407.0
2546,根基,1.01,1.12,12.3,71.0,1157734.0,1276590.0
2547,日勝生,-0.11,-0.09,1136.0,568308.0,518704.0,
2548,華固,-0.27,0.93,15.98,1594.0,1995647.0,374214.0
2597,潤弘,2.14,3.41,11.06,222.0,2470626.0,2187245.0
2601,益航,-0.07,-0.01,4715.0,390952.0,354116.0,
2603,長榮,8.14,13.7,6.09,22507.0,53758648.0,44637217.0
2605,新興,0.6,1.2,12.33,3726.0,348527.0,346996.0
2606,裕民,1.17,1.44,11.91,1687.0,1257574.0,1446829.0
2607,榮運,0.53,0.69,13.67,550.0,2190085.0,2039698.0
2608,嘉里大榮,0.58,0.55,16.29,106.0,1106885.0,1053658.0
2609,陽明,2.69,3.98,9.66,23758.0,25760113.0,21619938.0
2610,華航,0.51,0.57,14.93,58703.0,17745670.0,16009087.0
2611,志信,1.14,0.37,6.38,476.0,57277.0,55430.0
2612,中航,0.65,0.93,20.66,148.0,409008.0,381290.0
2613,中櫃,0.15,0.34,27.28,1099.0,297474.0,279070.0
2614,東森,0.02,0.42,1926.0,449100.0,459592.0,
2615,萬海,1.65,4.12,16.58,16667.0,19405801.0,14965985.0
2616,山隆,0,0,255.63,253.0,711679.0,668022.0
2617,台航,0.81,0.58,6.89,343.0,395027.0,359030.0
2618,長榮航,0.87,1.44,8.46,39198.0,19926957.0,17357692.0
2630,亞航,0.18,0.2,42.95,283.0,466353.0,524120.0
2633,台灣高鐵,0.37,0.29,21.09,1658.0,4549657.0,4456901.0
2634,漢翔,0.85,0.61,18.78,3592.0,3179044.0,2552613.0
2636,台驊控股,1.88,2.84,8.81,248.0,2615636.0,2341102.0
2637,慧洋-KY,1.99,2.3,10.75,3217.0,1861538.0,1772075.0
2642,宅配通,0.16,0.13,42.35,35.0,349999.0,335803.0
2645,長榮航太,1.36,1.34,18.63,595.0,1400953.0,1307973.0
2701,萬企,0.06,0.18,21.36,60.0,27742.0,19523.0
2702,華園,0.29,0.23,24.72,69.0,119772.0,122970.0
2704,國賓,4.29,-0.02,16.28,57.0,104627.0,129632.0
2705,六福,0,-0.26,103.0,255898.0,168201.0,
2706,第一店,0.05,0.21,23.2,228.0,29027.0,28903.0
2707,晶華,3.33,2.32,17.9,166.0,482387.0,521415.0
2712,遠雄來,-0.09,-0.71,10.0,37558.0,34258.0,
2722,夏都,0.21,0,81.2,64.0,70367.0,46968.0
2723,美食-KY,0.89,0.43,33.13,151.0,1630076.0,1618674.0
2727,王品,3.77,4.24,14.97,631.0,2119687.0,1783234.0
2731,雄獅,3.49,3.15,7.6,460.0,2562417.0,2632574.0
2739,寒舍,1.82,3.85,7.43,371.0,378524.0,396536.0
2748,雲品,1.35,0.33,18.61,368.0,162292.0,187066.0
2753,八方雲集,2.36,2.1,18.31,161.0,690783.0,671862.0
2762,世界健身-KY,0.86,1.21,29.84,326.0,827911.0,819936.0
2801,彰銀,0.35,0.32,14.23,11699.0,3845534.0,3482721.0
2809,京城銀,1.82,1.09,8.28,3092.0,495723.0,816141.0
2812,台中銀,0.4,0.4,11.66,2658.0,1665890.0,1473000.0
2816,旺旺保,1.81,1.32,6.51,505.0,869629.0,854790.0
2820,華票,0.32,0.18,16.69,607.0,252811.0,172286.0
2832,台產,1.11,0.81,8.98,174.0,579793.0,615067.0
2834,臺企銀,0.35,0.41,12.05,6745.0,3061150.0,3238422.0
2836,高雄銀,0.12,0.15,24.48,1144.0,383798.0,366876.0
2838,聯邦銀,0.35,0.23,13.23,1348.0,1788622.0,1581608.0
2845,遠東銀,0.31,0.29,11.88,6690.0,1097242.0,964237.0
2849,安泰銀,0.16,0.18,17.21,115.0,479162.0,516176.0
2850,新產,2.78,2.56,9.25,140.0,1714006.0,1759652.0
2851,中再保,1.34,1,7.8,1509.0,1326956.0,1867888.0
2852,第一保,0.85,0.91,7.77,181.0,633606.0,595431.0
2855,統一證,1.19,0.92,8.77,2581.0,906108.0,691391.0
2867,三商壽,0.6,0.64,25.18,8214.0,7051492.0,8969138.0
2880,華南金,0.41,0.41,15.58,6180.0,5563904.0,5428595.0
2881,富邦金,2.34,3.63,12.9,11174.0,3720176.0,22774883.0
2882,國泰金,2.6,2.06,12.42,16134.0,21592841.0,19530721.0
2883,凱基金,0.49,0.49,12.18,26867.0,-2258624.0,10037434.0
2884,玉山金,0.4,0.4,18.36,19358.0,7721624.0,6863663.0
2885,元大金,0.73,0.63,14.16,8488.0,8405532.0,9380551.0
2886,兆豐金,0.8,0.6,16.07,11849.0,6777581.0,6705139.0
2887,台新金,0.36,0.39,14.33,27660.0,8825025.0,7110453.0
2888,新光金,0.2,1.12,9.27,38188.0,-8232218.0,54748.0
2889,國票金,0.18,0.17,24.67,5327.0,611686.0,566190.0
2890,永豐金,0.56,0.43,13.19,11180.0,5499468.0,5314128.0
2891,中信金,1.07,0.78,11.3,40527.0,11506752.0,16301304.0
2892,第一金,0.52,0.48,16.07,12965.0,6912328.0,5578878.0
2897,王道銀行,0.35,0.2,11.46,2580.0,786382.0,780879.0
2901,欣欣,0.12,0.09,61.56,13.0,11834.0,10926.0
2903,遠百,0.41,0.38,15.99,1881.0,2604003.0,2575431.0
2904,匯僑,0.33,0.34,20.91,21.0,41328.0,43468.0
2905,三商,1.27,1.24,18.0,651.0,-1899845.0,10777230.0
2906,高林,0.07,0.13,29.76,463.0,860048.0,549761.0
2908,特力,0.26,0.2,39.71,368.0,2787527.0,3085499.0
2910,統領,0.29,0.32,21.02,61.0,39474.0,47654.0
2911,麗嬰房,-0.47,-0.99,192.0,197267.0,208783.0,
2912,統一超,2.83,3.23,26.08,1638.0,29562929.0,28721242.0
2913,農林,-0.06,-0.06,1793.0,43067.0,39871.0,
2915,潤泰全,4.28,3.64,7.2,2109.0,242795.0,224828.0
2923,鼎固-KY,0.37,-0.25,75.47,154.0,635029.0,332798.0
2929,淘帝-KY,-0.09,-0.2,4290.0,172856.0,157477.0,
2939,永邑-KY,0.54,-2.08,73.0,22674.0,23735.0,
2945,三商家購,0.43,0.4,21.54,5.0,1262679.0,1238277.0
3002,歐格,-0.01,0.08,69.09,154.0,46563.0,40163.0
3003,健和興,0.94,1.19,21.08,952.0,402077.0,380260.0
3004,豐達科,1.92,1.73,13.25,78.0,278993.0,284080.0
3005,神基,1.81,1.89,16.33,1152.0,2983796.0,3099271.0
3006,晶豪科,-0.21,0.88,1179.0,1146843.0,1234788.0,
3008,大立光,45.79,33.7,14.91,440.0,7018386.0,6523997.0
3010,華立,1.8,2.29,15.2,1089.0,7307818.0,6816781.0
3011,今皓,-0.3,-0.37,8333.0,123070.0,111747.0,
3013,晟銘電,0.39,0.97,78.74,43233.0,800083.0,825693.0
3014,聯陽,2.45,2.51,14.28,768.0,658227.0,638504.0
3015,全漢,0.61,0.44,19.52,385.0,1108854.0,1043734.0
3016,嘉晶,0.14,0.52,62.08,596.0,352334.0,350941.0
3017,奇鋐,4.08,5.08,39.79,10747.0,6582321.0,6351281.0
3018,隆銘綠能,-1.59,0.15,51.0,90704.0,88251.0,
3019,亞光,0.4,1.59,28.98,11216.0,2417407.0,2185365.0
3021,鴻名,0.33,0.37,29.58,11568.0,376542.0,311511.0
3022,威強電,2.67,1.43,10.05,300.0,667651.0,578569.0
3023,信邦,3.9,3.95,19.65,2154.0,2811520.0,2858220.0
3024,憶聲,0.08,0.1,46.41,452.0,133418.0,100591.0
3025,星通,0.63,0.61,23.05,4552.0,77764.0,89129.0
3026,禾伸堂,1.31,1.38,21.47,80.0,1096143.0,1108042.0
3027,盛達,0.3,-0.18,56.11,355.0,209228.0,161301.0
3028,增你強,0.34,0.43,18.28,304.0,3223882.0,3317649.0
3029,零壹,1.29,1.26,20.76,18756.0,1709911.0,1794847.0
3030,德律,1.93,1.97,23.45,1216.0,529815.0,557973.0
3031,佰鴻,0.19,0.33,19.96,2477.0,87375.0,88028.0
3032,偉訓,1.4,1.92,10.82,387.0,560048.0,589212.0
3033,威健,0.39,0.84,16.16,3014.0,7518217.0,9146303.0
3034,聯詠,8.04,8.86,14.34,1581.0,9680155.0,8918212.0
3035,智原,1.13,1,57.51,4073.0,979666.0,942900.0
3036,文曄,1.57,1.7,23.81,2461.0,81540021.0,84514548.0
3037,欣興,1.6,1.05,26.8,33354.0,10823395.0,10837646.0
3038,全台,0.79,0.57,9.49,418.0,298944.0,274727.0
3040,遠見,0.16,0.21,44.95,601.0,13219.0,13180.0
3041,揚智,-0.7,-0.27,1277.0,149410.0,140122.0,
3042,晶技,1.73,1.67,18.2,4463.0,1204936.0,1299860.0
3043,科風,0.37,-0.1,95.0,91410.0,68117.0,
